2025-05-27T01:36:02.591Z [INFO] [INCIDENT] Incident Module - Action: LIST on Incident | Details: Viewing all incidents 
2025-05-27T01:36:06.338Z [INFO] [INCIDENT] Incident Module - Action: VIEW on Incident | Details: Viewing incident 14 
2025-05-27T01:36:06.371Z [INFO] [RISK] Risk Module - Action: LIST on Risk | Details: Viewing all risks 
2025-05-27T01:39:04.616Z [INFO] [INCIDENT] Incident Module - Action: VIEW on Incident | Details: Viewing incident 14 
2025-05-27T01:39:04.836Z [INFO] [RISK] Risk Module - Action: LIST on Risk | Details: Viewing all risks 
2025-05-27T01:39:20.731Z [INFO] [INCIDENT] Incident Module - Action: VIEW on Incident | Details: Viewing incident 14 
2025-05-27T01:39:20.778Z [INFO] [RISK] Risk Module - Action: LIST on Risk | Details: Viewing all risks 
2025-05-27T01:39:50.245Z [INFO] [USER] User Module - Action: VIEW on CustomUser | Details: Viewing custom users 
2025-05-27T01:39:55.934Z [INFO] [RISK] Risk Module - Action: LIST on Risk | Details: Viewing all risks 
2025-05-27T01:40:06.823Z [INFO] [INCIDENT] Incident Module - Action: LIST on Incident | Details: Viewing all incidents 
2025-05-27T01:40:10.387Z [INFO] [INCIDENT] Incident Module - Action: VIEW on Incident | Details: Viewing incident 14 
2025-05-27T01:40:10.425Z [INFO] [RISK] Risk Module - Action: LIST on Risk | Details: Viewing all risks 
2025-05-27T01:40:18.279Z [INFO] [INCIDENT] Incident Module - Action: LIST on Incident | Details: Viewing all incidents 
2025-05-27T01:40:22.439Z [INFO] [INCIDENT] Incident Module - Action: VIEW on Incident | Details: Viewing incident 14 
2025-05-27T01:40:22.477Z [INFO] [RISK] Risk Module - Action: LIST on Risk | Details: Viewing all risks 
2025-05-27T01:43:11.676Z [INFO] [INCIDENT] Incident Module - Action: VIEW on Incident | Details: Viewing incident 14 
2025-05-27T01:43:11.943Z [INFO] [RISK] Risk Module - Action: LIST on Risk | Details: Viewing all risks 
2025-05-27T01:43:23.525Z [INFO] [RISK] Risk Module - Action: LIST on Risk | Details: Viewing all risks 
2025-05-27T01:54:00.200Z [INFO] [INCIDENT] Incident Module - Action: LIST on Incident | Details: Viewing all incidents 
2025-05-27T01:54:13.277Z [INFO] [INCIDENT] Incident Module - Action: VIEW on Incident | Details: Viewing incident 14 
2025-05-27T01:54:13.381Z [INFO] [RISK] Risk Module - Action: LIST on Risk | Details: Viewing all risks 
2025-05-27T01:55:17.412Z [INFO] [INCIDENT] Incident Module - Action: LIST on Incident | Details: Viewing all incidents 
